issue_key,created
PTL-5703,2023-03-16
PTL-5720,2023-01-04
PTL-5725,2023-03-29
PTL-5731,2023-01-04
PTL-5734,2023-07-09
PTL-5741,2023-01-04
PTL-5746,2023-06-20
PTL-5764,2023-06-02
PTL-5772,2023-03-17
PTL-5781,2023-03-04
PTL-5787,2023-03-31
PTL-5799,2023-07-27
PTL-5803,2023-01-11
PTL-5806,2023-03-01
PTL-5822,2023-01-04
PTL-5830,2023-08-14
PTL-5833,2023-03-15
PTL-5835,2023-01-04
PTL-5848,2023-02-07
PTL-5875,2023-03-15
PTL-5879,2023-04-24
PTL-5886,2023-06-07
PTL-5903,2023-07-05
PTL-5906,2023-07-14
PTL-5907,2023-03-31
PTL-5918,2023-07-05
PTL-5922,2023-03-02
PTL-5926,2023-08-07
PTL-5935,2023-06-21
PTL-5937,2023-02-09
PTL-5952,2023-05-25
PTL-5969,2023-02-09
PTL-5971,2023-01-04
PTL-5985,2023-01-17
PTL-5993,2023-01-04
PTL-5999,2023-01-31
PTL-6021,2023-01-04
PTL-6625,2023-09-18
PTL-6633,2023-05-09
PTL-6684,2023-08-22
PTL-6852,2023-02-17
PTL-6856,2023-05-04
PTL-6860,2023-05-03
PTL-6865,2023-05-03
PTL-6873,2023-06-01
PTL-6884,2023-03-19
PTL-6886,2023-01-13
PTL-6887,2023-01-12
PTL-6906,2023-03-16
PTL-6907,2023-08-28
PTL-6908,2023-01-11
PTL-6911,2023-01-11
PTL-6914,2023-05-19
PTL-6921,2023-05-03
PTL-6925,2023-01-12
PTL-6929,2023-03-17
PTL-6934,2023-01-12
PTL-6935,2023-01-10
PTL-6936,2023-08-22
PTL-6946,2023-03-27
PTL-6947,2023-01-13
PTL-7099,2023-05-26
PTL-7104,2023-03-08
PTL-7108,2023-03-16
PTL-7110,2023-08-24
PTL-7112,2023-08-20
PTL-7116,2023-08-20
PTL-7119,2023-03-21
PTL-7121,2023-03-08
PTL-7132,2023-08-20
PTL-7135,2023-03-16
PTL-7141,2023-06-06
PTL-7143,2023-02-24
PTL-7146,2023-03-17
PTL-7158,2023-05-26
PTL-7168,2023-08-20
PTL-7177,2023-08-07
PTL-7186,2023-05-24
PTL-7187,2023-05-26
PTL-7193,2023-06-28
PTL-7212,2023-04-13
PTL-7213,2023-05-18
PTL-7221,2023-03-08
PTL-7343,2023-01-04
PTL-7349,2023-05-24
PTL-7351,2023-06-28
PTL-7356,2023-04-03
PTL-7380,2023-08-11
PTL-7390,2023-02-02
PTL-7398,2023-06-28
PTL-7403,2023-06-06
PTL-7411,2023-03-01
PTL-7418,2023-01-25
PTL-7424,2023-03-31
PTL-7435,2023-06-09
PTL-7437,2023-06-06
PTL-7444,2023-05-15
PTL-7446,2023-05-24
PTL-7459,2023-03-16
PTL-7476,2023-03-06
PTL-7478,2023-03-08
PTL-7479,2023-06-07
PTL-7486,2023-03-17
PTL-7489,2023-06-20
PTL-7498,2023-04-18
PTL-7507,2023-05-24
PTL-7510,2023-07-18
PTL-7518,2023-01-06
PTL-7526,2023-06-19
PTL-7554,2023-03-17
PTL-7683,2023-09-08
PTL-7693,2023-07-14
PTL-7701,2023-08-14
PTL-7717,2023-07-12
PTL-7724,2023-06-14
PTL-7871,2023-03-14
PTL-7874,2023-03-14
PTL-7875,2023-01-19
PTL-7887,2023-03-02
PTL-7888,2023-03-03
PTL-7931,2023-03-17
PTL-7932,2023-02-09
PTL-7934,2023-03-25
PTL-7936,2023-03-26
PTL-7943,2023-03-25
PTL-7964,2023-05-05
PTL-7977,2023-03-24
PTL-7988,2023-03-06
PTL-8010,2023-03-12
PTL-8020,2023-08-17
PTL-8027,2023-02-16
PTL-8122,2023-05-02
PTL-8124,2023-06-12
PTL-8143,2023-08-17
PTL-8149,2023-06-12
PTL-8153,2023-09-11
PTL-8164,2023-05-02
PTL-8180,2023-06-06
PTL-8187,2023-06-16
PTL-8199,2023-03-07
PTL-8266,2023-02-02
PTL-8285,2023-02-15
PTL-8289,2023-02-13
PTL-8290,2023-02-21
PTL-8298,2023-01-20
PTL-8314,2023-07-05
PTL-8315,2023-05-17
PTL-8346,2023-09-19
PTL-8348,2023-03-30
PTL-8349,2023-03-28
PTL-8351,2023-08-03
PTL-8352,2023-03-28
PTL-8353,2023-03-28
PTL-8354,2023-04-14
PTL-8355,2023-07-28
PTL-8356,2023-03-29
PTL-8385,2023-08-02
PTL-8419,2023-06-19
PTL-8429,2023-07-27
PTL-8430,2023-07-27
PTL-8447,2023-04-10
PTL-8452,2023-07-27
PTL-8455,2023-02-13
PTL-8462,2023-05-05
PTL-8473,2023-08-14
PTL-8486,2023-07-27
PTL-8490,2023-04-11
PTL-8499,2023-07-12
PTL-8516,2023-08-24
PTL-8523,2023-07-07
PTL-8533,2023-04-13
PTL-8535,2023-05-11
PTL-8542,2023-09-05
PTL-8547,2023-04-17
PTL-8548,2023-07-03
PTL-8549,2023-07-07
PTL-8553,2023-04-10
PTL-8560,2023-07-27
PTL-8577,2023-08-24
PTL-8590,2023-07-18
PTL-8591,2023-01-31
PTL-8594,2023-08-21
PTL-8610,2023-05-02
PTL-8611,2023-01-04
PTL-8613,2023-07-28
PTL-8615,2023-06-29
PTL-8624,2023-05-24
PTL-8638,2023-07-28
PTL-8647,2023-01-04
PTL-8666,2023-07-27
PTL-8667,2023-07-12
PTL-8694,2023-07-28
PTL-8708,2023-06-07
PTL-8710,2023-06-07
PTL-8723,2023-07-07
PTL-8727,2023-03-30
PTL-8728,2023-09-05
PTL-8739,2023-07-19
PTL-8740,2023-08-31
PTL-8748,2023-04-12
PTL-8751,2023-07-20
PTL-8754,2023-01-04
PTL-8755,2023-04-01
PTL-8761,2023-07-19
PTL-8779,2023-07-30
PTL-8817,2023-04-21
PTL-8822,2023-08-28
PTL-8825,2023-07-13
PTL-8838,2023-07-12
PTL-8840,2023-07-12
PTL-8841,2023-08-23
PTL-8843,2023-07-31
PTL-8872,2023-05-24
PTL-8894,2023-07-19
PTL-8896,2023-07-12
PTL-8920,2023-08-03
PTL-8949,2023-08-03
PTL-8951,2023-07-25
PTL-8964,2023-08-03
PTL-8980,2023-08-31
PTL-9047,2023-07-17
PTL-9098,2023-08-03
PTL-9107,2023-08-10
PTL-9134,2023-07-19
PTL-9136,2023-03-03
PTL-9137,2023-05-19
PTL-9141,2023-03-28
PTL-9143,2023-03-28
PTL-9144,2023-05-02
PTL-9145,2023-01-31
PTL-9146,2023-01-10
PTL-9147,2023-07-07
PTL-9148,2023-03-28
PTL-9149,2023-07-12
PTL-9150,2023-04-02
PTL-9191,2023-04-07
PTL-9197,2023-03-03
PTL-9202,2023-02-01
PTL-9205,2023-07-07
PTL-9206,2023-03-08
PTL-9209,2023-02-09
PTL-9213,2023-06-08
PTL-9241,2023-08-15
PTL-9257,2023-05-16
PTL-9266,2023-05-16
PTL-9283,2023-05-16
PTL-9288,2023-04-20
PTL-9326,2023-03-08
PTL-9328,2023-01-31
PTL-9348,2023-03-16
PTL-9355,2023-03-06
PTL-9359,2023-01-31
PTL-9362,2023-03-09
PTL-9366,2023-02-08
PTL-9375,2023-04-17
PTL-9379,2023-03-07
PTL-9402,2023-02-10
PTL-9415,2023-06-19
PTL-9430,2023-03-30
PTL-9526,2023-06-21
PTL-9528,2023-06-14
PTL-9529,2023-01-05
PTL-9531,2023-06-21
PTL-9534,2023-05-25
PTL-9536,2023-06-22
PTL-9537,2023-07-25
PTL-9539,2023-07-04
PTL-9540,2023-06-21
PTL-9542,2023-06-21
PTL-9544,2023-05-25
PTL-9547,2023-05-25
PTL-9549,2023-05-16
PTL-9550,2023-09-08
PTL-9551,2023-03-20
PTL-9552,2023-03-08
PTL-9553,2023-06-21
PTL-9558,2023-05-25
PTL-9559,2023-05-16
PTL-9560,2023-06-22
PTL-9567,2023-06-22
PTL-9568,2023-08-23
PTL-9571,2023-07-04
PTL-9573,2023-06-21
PTL-9577,2023-07-04
PTL-9578,2023-03-06
PTL-9579,2023-05-25
PTL-9580,2023-08-10
PTL-9581,2023-06-21
PTL-9582,2023-05-25
PTL-9585,2023-06-21
PTL-9586,2023-06-23
PTL-9588,2023-01-30
PTL-9593,2023-05-18
PTL-9594,2023-05-16
PTL-9595,2023-07-31
PTL-9596,2023-06-21
PTL-9597,2023-06-09
PTL-9626,2023-08-31
PTL-9628,2023-08-31
PTL-9632,2023-05-30
PTL-9633,2023-03-24
PTL-9634,2023-06-16
PTL-9635,2023-03-23
PTL-9640,2023-09-20
PTL-9641,2023-09-20
PTL-9642,2023-09-21
PTL-9643,2023-09-21
PTL-9644,2023-09-21
PTL-9645,2023-09-21
PTL-9646,2023-09-21
PTL-9649,2023-09-21
PTL-9650,2023-09-21
PTL-9651,2023-09-22
PTL-9652,2023-09-22
PTL-9653,2023-09-22
PTL-9654,2023-09-22
PTL-9661,2023-09-22
PTL-9662,2023-09-22
PTL-9663,2023-09-22
PTL-9664,2023-09-22
PTL-9667,2023-03-22
PTL-9670,2023-04-10
PTL-9677,2023-01-18
PTL-9693,2023-04-07
PTL-9709,2023-09-19
PTL-9711,2023-09-21
PTL-9713,2023-09-18
PTL-9716,2023-09-25
PTL-9717,2023-09-25
PTL-9718,2023-09-25
PTL-9719,2023-09-26
PTL-9720,2023-09-26
PTL-9721,2023-09-26
PTL-9722,2023-09-27
PTL-9723,2023-09-27
PTL-9725,2023-09-28
PTL-9726,2023-09-29
PTL-9728,2023-10-02
PTL-9729,2023-10-02
PTL-9730,2023-10-02
PTL-9732,2023-10-02
PTL-9733,2023-10-03
PTL-9734,2023-10-03
PTL-9735,2023-10-03
PTL-9740,2023-10-04
PTL-9741,2023-10-04
PTL-9744,2023-10-04
PTL-9745,2023-10-04
PTL-9746,2023-10-04
PTL-9747,2023-10-04
PTL-9748,2023-10-05
PTL-9750,2023-10-06
PTL-9751,2023-10-06
PTL-9752,2023-10-06
PTL-9753,2023-10-06
PTL-9754,2023-10-09
PTL-9755,2023-10-09
PTL-9756,2023-10-09
PTL-9757,2023-10-09
PTL-9758,2023-10-09
PTL-9760,2023-10-09
PTL-9762,2023-10-10
PTL-9763,2023-10-10
PTL-9772,2023-10-11
PTL-9774,2023-10-11
PTL-9775,2023-10-12
PTL-9786,2023-10-12
PTL-9793,2023-10-13
PTL-9794,2023-10-13
PTL-9795,2023-10-13
PTL-9796,2023-10-13
PTL-9797,2023-10-13
PTL-9798,2023-10-13
PTL-9799,2023-10-15
PTL-9800,2023-10-16
PTL-9802,2023-10-16
PTL-9803,2023-10-16
PTL-9804,2023-10-16
PTL-9805,2023-10-16
PTL-9806,2023-10-16
PTL-9807,2023-10-18
PTL-9808,2023-10-18
PTL-9810,2023-10-18
PTL-9814,2023-10-18
PTL-9815,2023-10-18
PTL-9816,2023-10-18
PTL-9818,2023-10-18
PTL-9820,2023-10-18
PTL-9824,2023-10-19
PTL-9825,2023-10-19
PTL-9826,2023-10-19
PTL-9827,2023-10-19
PTL-9829,2023-10-20
PTL-9830,2023-10-20
PTL-9831,2023-10-20
PTL-9832,2023-10-20
PTL-9833,2023-10-23
PTL-9836,2023-10-23
PTL-9837,2023-10-23
PTL-9838,2023-10-23
PTL-9839,2023-10-23
PTL-9840,2023-10-23
PTL-9841,2023-10-23
PTL-9842,2023-10-24
PTL-9881,2023-10-24
PTL-9897,2023-10-24
PTL-9898,2023-10-24
PTL-9902,2023-10-25
PTL-9911,2023-10-25
PTL-9922,2023-10-26
PTL-9927,2023-10-26
PTL-9934,2023-10-27
PTL-9935,2023-10-27
PTL-9936,2023-10-27
PTL-9939,2023-10-27
PTL-9940,2023-10-27
PTL-9941,2023-10-27
PTL-9942,2023-10-27
PTL-9950,2023-10-29
PTL-9951,2023-10-30
PTL-9952,2023-10-30
PTL-9953,2023-10-30
PTL-9954,2023-10-30
PTL-9955,2023-09-27
PTL-9956,2023-10-30
PTL-9957,2023-10-30
PTL-9958,2023-10-31
PTL-9962,2023-09-29
PTL-9986,2023-11-01
PTL-9987,2023-11-01
PTL-9988,2023-11-01
PTL-9990,2023-11-01
PTL-9991,2023-11-01
PTL-10000,2023-11-01
PTL-10001,2023-11-02
PTL-10002,2023-11-01
PTL-10003,2023-11-02
PTL-10132,2023-10-05
PTL-10133,2023-10-26
PTL-10134,2023-10-04
PTL-10135,2023-10-06
PTL-10137,2023-11-01
PTL-10138,2023-11-01
PTL-10139,2023-10-21
PTL-10140,2023-10-21
PTL-10141,2023-10-21
PTL-10142,2023-11-01
PTL-10143,2023-10-12
PTL-10145,2023-09-28
PTL-10146,2023-10-27
PTL-10147,2023-10-10
PTL-10148,2023-10-04
PTL-10149,2023-10-09
PTL-10150,2023-10-23
PTL-10153,2023-10-19
PTL-10154,2023-10-26
PTL-10158,2023-11-02
PTL-10159,2023-11-02
PTL-10449,2023-11-03
PTL-10462,2023-11-03
PTL-10463,2023-11-03
PTL-10464,2023-11-03
PTL-10465,2023-11-03
PTL-10466,2023-11-03
PTL-10468,2023-11-06
PTL-10469,2023-11-06
PTL-10470,2023-11-06
PTL-10471,2023-11-06
PTL-10475,2023-11-06
PTL-10476,2023-11-06
PTL-10477,2023-11-06
PTL-10479,2023-11-06
PTL-10481,2023-11-07
PTL-10484,2023-11-07
PTL-10496,2023-11-07
PTL-10498,2023-11-07
PTL-10499,2023-11-07
PTL-10505,2023-11-07
PTL-10515,2023-11-08
PTL-10516,2023-11-08
PTL-10524,2023-11-08
PTL-10525,2023-11-08
PTL-10526,2023-11-08
PTL-10529,2023-11-08
PTL-10530,2023-11-08
PTL-10541,2023-11-08
PTL-10542,2023-11-09
PTL-10543,2023-11-09
PTL-10544,2023-11-09
PTL-10549,2023-11-09
PTL-10550,2023-11-09
PTL-10551,2023-11-09
PTL-10586,2023-11-13
PTL-10587,2023-11-13
PTL-10592,2023-11-13
PTL-10593,2023-11-13
PTL-10594,2023-11-13
PTL-10595,2023-11-13
PTL-10596,2023-11-13
PTL-10601,2023-11-13
PTL-10602,2023-11-13
PTL-10604,2023-11-14
PTL-10605,2023-11-14
PTL-10607,2023-11-14
PTL-10610,2023-11-14
PTL-10613,2023-11-14
PTL-10614,2023-11-14
PTL-10618,2023-11-15
PTL-10619,2023-11-15
PTL-10621,2023-11-15
PTL-10623,2023-11-15
PTL-10626,2023-11-15
PTL-10627,2023-11-15
PTL-10628,2023-11-15
PTL-10630,2023-11-16
PTL-10632,2023-11-16
PTL-10633,2023-11-16
PTL-10635,2023-11-16
PTL-10636,2023-11-16
PTL-10661,2023-11-17
PTL-10665,2023-11-17
PTL-10673,2023-11-21
PTL-10674,2023-11-21
PTL-10676,2023-11-21
PTL-10677,2023-11-21
PTL-10679,2023-11-21
PTL-10680,2023-11-21
PTL-10682,2023-11-21
PTL-10686,2023-11-22
PTL-10687,2023-11-22
PTL-10692,2023-11-22
PTL-10693,2023-11-22
PTL-10695,2023-11-22
PTL-10696,2023-11-22
PTL-10700,2023-11-23
PTL-10701,2023-11-23
PTL-10703,2023-11-23
PTL-10705,2023-11-23
PTL-10708,2023-11-24
PTL-10709,2023-11-24
PTL-10710,2023-11-24
PTL-10711,2023-11-24
PTL-10712,2023-11-24
PTL-10713,2023-11-26
PTL-10714,2023-11-27
PTL-10715,2023-11-27
PTL-10717,2023-11-27
PTL-10718,2023-11-27
PTL-10719,2023-11-27
PTL-10723,2023-11-28
PTL-10724,2023-11-28
PTL-10727,2023-11-28
PTL-10728,2023-11-28
PTL-10729,2023-11-28
PTL-10730,2023-11-28
PTL-10731,2023-11-28
PTL-10732,2023-11-28
PTL-10735,2023-11-28
PTL-10744,2023-11-29
PTL-10745,2023-11-29
PTL-10746,2023-11-29
PTL-10747,2023-11-30
PTL-10748,2023-11-30
PTL-10749,2023-11-30
PTL-10874,2023-11-30
PTL-10875,2023-11-30
PTL-10877,2023-11-30
PTL-10878,2023-11-30
PTL-10880,2023-12-01
PTL-10881,2023-12-01
PTL-10884,2023-12-01
PTL-10885,2023-12-01
PTL-10886,2023-12-01
PTL-10887,2023-12-01
PTL-10890,2023-12-01
PTL-10891,2023-12-01
PTL-10892,2023-12-01
PTL-10893,2023-12-01
PTL-10895,2023-12-03
PTL-10897,2023-12-04
PTL-10898,2023-12-04
PTL-10899,2023-12-04
PTL-10900,2023-12-04
PTL-10901,2023-12-04
PTL-10903,2023-12-04
PTL-10904,2023-12-04
PTL-10905,2023-12-04
PTL-10907,2023-12-04
PTL-10909,2023-12-05
PTL-11009,2023-12-05
PTL-11016,2023-12-05
PTL-11031,2023-12-05
PTL-11033,2023-12-05
PTL-11035,2023-12-05
PTL-11036,2023-12-05
PTL-11046,2023-12-06
PTL-11047,2023-12-06
PTL-11048,2023-12-07
PTL-11073,2023-12-07
PTL-11080,2023-12-07
PTL-11104,2023-12-07
PTL-11105,2023-12-07
PTL-11106,2023-12-07
PTL-11107,2023-12-07
PTL-11108,2023-12-07
PTL-11109,2023-12-07
PTL-11110,2023-12-07
PTL-11111,2023-12-07
PTL-11159,2023-12-08
PTL-11160,2023-12-08
PTL-11161,2023-12-08
PTL-11162,2023-12-08
PTL-11163,2023-12-08
PTL-11164,2023-12-08
PTL-11165,2023-12-08
PTL-11167,2023-12-11
PTL-11170,2023-12-12
PTL-11171,2023-12-12
PTL-11172,2023-12-12
PTL-11173,2023-12-12
PTL-11174,2023-12-12
PTL-11237,2023-12-13
PTL-11238,2023-12-13
PTL-11244,2023-12-14
PTL-11245,2023-12-14
PTL-11256,2023-12-15
PTL-11258,2023-12-15
PTL-11259,2023-12-15
PTL-11262,2023-12-16
PTL-11264,2023-12-16
PTL-11265,2023-12-18
PTL-11266,2023-12-18
PTL-11267,2023-12-18
PTL-11268,2023-12-18
PTL-11271,2023-12-19
PTL-11272,2023-12-19
PTL-11275,2023-12-19
PTL-11278,2023-12-20
PTL-11279,2023-12-20
PTL-11280,2023-12-20
PTL-11282,2023-12-20
PTL-11284,2023-12-21
PTL-11285,2023-12-21
PTL-11286,2023-12-21
PTL-11287,2023-12-21
PTL-11288,2023-12-21
PTL-11289,2023-12-21
PTL-11290,2023-12-21
PTL-11291,2023-12-21
PTL-11292,2023-12-21
PTL-11293,2023-12-22
PTL-11294,2023-12-22
PTL-11295,2023-12-27
PTL-11296,2023-12-29
